3e-16 0.000221625
3.36606e-16 0.000279007
3.77679e-16 0.000351246
4.23762e-16 0.000442187
4.75467e-16 0.000556674
5.33484e-16 0.000700802
5.98578e-16 0.000882244
6.71616e-16 0.00111066
7.53567e-16 0.00139821
8.45514e-16 0.00176021
9.48684e-16 0.00221592
1.06444e-15 0.0027896
1.19432e-15 0.0035118
1.34005e-15 0.00442094
1.50356e-15 0.00556543
1.68702e-15 0.00700617
1.89287e-15 0.00881983
2.12384e-15 0.0111029
2.38298e-15 0.0139769
2.67375e-15 0.0175947
3e-15 0.0221488
3.36606e-15 0.0278813
3.77679e-15 0.0350972
4.23762e-15 0.0441801
4.75467e-15 0.0556129
5.33484e-15 0.0700031
5.98578e-15 0.0881156
6.71616e-15 0.110912
7.53567e-15 0.139604
8.45514e-15 0.175715
9.48684e-15 0.221159
1.06444e-14 0.27835
1.19432e-14 0.350318
1.34005e-14 0.440877
1.50356e-14 0.554825
1.68702e-14 0.698192
1.89287e-14 0.87856
2.12384e-14 1.10546
2.38298e-14 1.39088
2.67375e-14 1.74986
3e-14 2.20133
3.36606e-14 2.76292
3.77679e-14 3.4586
4.23762e-14 4.33518
4.75467e-14 5.43922
5.33484e-14 6.82917
5.98578e-14 8.5784
6.71616e-14 10.7788
7.53567e-14 12.8888
8.45514e-14 15.5033
9.48684e-14 18.7884
1.06444e-13 22.2956
1.19432e-13 25.8604
1.34005e-13 28.2265
1.50356e-13 28.4775
1.68702e-13 27.3403
1.89287e-13 26.5236
2.12384e-13 26.8502
2.38298e-13 29.371
2.67375e-13 35.8039
3e-13 48.7545
3.36606e-13 72.1689
3.77679e-13 111.583
4.23762e-13 169.511
4.75467e-13 260.367
5.33484e-13 397.951
5.98578e-13 598.836
6.71616e-13 881.617
7.53567e-13 1265.04
8.45514e-13 1762.75
9.48684e-13 2387.8
1.06444e-12 3099.5
1.19432e-12 3806.11
1.34005e-12 4630.51
1.50356e-12 5601.46
1.68702e-12 6683.93
1.89287e-12 7827.52
2.12384e-12 8972.46
2.38298e-12 10000
2.67375e-12 10000
