	1e-15	0.0491171
	1.12202e-15	0.061873
	1.25893e-15	0.0779473
	1.41254e-15	0.098206
	1.58489e-15	0.123742
	1.77828e-15	0.155934
	1.99526e-15	0.196524
	2.23872e-15	0.247712
	2.51189e-15	0.312281
	2.81838e-15	0.393745
	3.16228e-15	0.496553
	3.54813e-15	0.626336
	3.98107e-15	0.790224
	4.46684e-15	0.997257
	5.01187e-15	1.2589
	5.62341e-15	1.58971
	6.30957e-15	2.00817
	7.07946e-15	2.53783
	7.94328e-15	3.20865
	8.91251e-15	4.05885
	1e-14	5.12829
	1.12202e-14	6.46118
	1.25893e-14	8.08608
	1.41254e-14	9.56277
	1.58489e-14	11.5034
	1.77828e-14	14.0487
	1.99526e-14	17.3831
	2.23872e-14	21.7484
	2.51189e-14	27.4629
	2.81838e-14	33.7367
	3.16228e-14	41.314
	3.54813e-14	51.4847
	3.98107e-14	62.7452
	4.46684e-14	77.3783
	5.01187e-14	94.3587
	5.62341e-14	115.626
	6.30957e-14	143.195
	7.07946e-14	180.477
	7.94328e-14	231.77
	8.91251e-14	303.265
	1e-13	404.514
