	1.12202e-15	0.00268176
	1.25893e-15	0.00337626
	1.41254e-15	0.00425064
	1.58489e-15	0.0053515
	1.77828e-15	0.0067375
	1.99526e-15	0.00848251
	2.23872e-15	0.0106796
	2.51189e-15	0.0134458
	2.81838e-15	0.0169287
	3.16228e-15	0.021314
	3.54813e-15	0.0268356
	3.98107e-15	0.033788
	4.46684e-15	0.0425423
	5.01187e-15	0.0535657
	5.62341e-15	0.0674466
	6.30957e-15	0.0849264
	7.07946e-15	0.106939
	7.94328e-15	0.13466
	8.91251e-15	0.169573
	1.12202e-14	0.268928
	1.25893e-14	0.338689
	1.41254e-14	0.426566
	1.58489e-14	0.537272
	1.77828e-14	0.676749
	1.99526e-14	0.852492
	2.23872e-14	1.07395
	2.51189e-14	1.35306
	2.81838e-14	1.70486
	3.16228e-14	2.14836
	3.54813e-14	2.70756
	3.98107e-14	3.41277
	4.46684e-14	4.30231
	5.01187e-14	5.31364
	5.62341e-14	6.20381
	6.30957e-14	7.34264
	7.07946e-14	8.79959
	7.94328e-14	10.6641
	8.91251e-14	12.6804
	1e-13	14.3545
	1.12202e-13	16.0349
	1.25893e-13	17.1131
	1.41254e-13	16.8639
	1.58489e-13	15.3375
	1.77828e-13	13.1153
	1.99526e-13	11.0814
	2.23872e-13	10.1754
	2.51189e-13	11.3167
	2.81838e-13	17.2779
	3.16228e-13	31.177
	3.54813e-13	57.9203
	3.98107e-13	104.662
	4.46684e-13	180.402
	5.01187e-13	296.952
	5.62341e-13	469.615
	6.30957e-13	713.123
	7.07946e-13	1044.99
	7.94328e-13	1478.76
	8.91251e-13	2020.27
	1e-12	2662.54
