	1e-14	0.0547921
	1.12202e-14	0.0689878
	1.25893e-14	0.0868628
	1.41254e-14	0.109371
	1.58489e-14	0.137715
	1.77828e-14	0.173409
	1.99526e-14	0.218359
	2.23872e-14	0.274971
	2.51189e-14	0.346272
	2.81838e-14	0.436079
	3.16228e-14	0.549204
	3.54813e-14	0.691714
	3.98107e-14	0.871259
	4.46684e-14	1.09749
	5.01187e-14	1.3675
	5.62341e-14	1.70899
	6.30957e-14	2.14183
	7.07946e-14	2.69026
	7.94328e-14	3.38494
	8.91251e-14	4.26472
	1e-13	5.37885
	1.12202e-13	6.78985
	1.25893e-13	8.57716
	1.41254e-13	10.8419
	1.58489e-13	13.7131
	1.77828e-13	17.3554
	1.99526e-13	21.9803
	2.23872e-13	27.8594
	2.51189e-13	35.343
	2.81838e-13	44.8852
	3.16228e-13	57.0768
	3.54813e-13	72.6894
	3.98107e-13	92.7348
	4.46684e-13	118.526
	5.01187e-13	150.735
	5.62341e-13	184.859
	6.30957e-13	227.214
	7.07946e-13	279.386
	7.94328e-13	342.892
	8.91251e-13	418.838
	1e-12	507.426
