	1e-15	0.0461795
	1.12202e-15	0.0581745
	1.25893e-15	0.0732911
	1.41254e-15	0.0923438
	1.58489e-15	0.116361
	1.77828e-15	0.146642
	1.99526e-15	0.184825
	2.23872e-15	0.232983
	2.51189e-15	0.293736
	2.81838e-15	0.370397
	3.16228e-15	0.467156
	3.54813e-15	0.589323
	3.98107e-15	0.743621
	4.46684e-15	0.938579
	5.01187e-15	1.18501
	5.62341e-15	1.49507
	6.30957e-15	1.87019
	7.07946e-15	2.30786
	7.94328e-15	2.64843
	8.91251e-15	3.10696
	1e-14	3.71946
	1.12202e-14	4.53268
	1.25893e-14	5.60741
	1.41254e-14	7.02286
	1.58489e-14	8.88235
	1.77828e-14	10.7561
	1.99526e-14	13.0039
	2.23872e-14	16.0149
	2.51189e-14	19.5667
	2.81838e-14	23.5956
	3.16228e-14	28.8243
	3.54813e-14	34.7835
	3.98107e-14	42.5185
	4.46684e-14	52.4339
	5.01187e-14	65.5728
	5.62341e-14	83.873
	6.30957e-14	109.154
	7.07946e-14	144.902
	7.94328e-14	195.65
	8.91251e-14	266.723
	1e-13	366.757
