	1e-15	0.0141464
	1.12202e-15	0.0178104
	1.25893e-15	0.0224237
	1.41254e-15	0.0282321
	1.58489e-15	0.0355454
	1.77828e-15	0.0447537
	1.99526e-15	0.0563481
	2.23872e-15	0.0709473
	2.51189e-15	0.0893303
	2.81838e-15	0.112479
	3.16228e-15	0.141628
	3.54813e-15	0.178335
	3.98107e-15	0.224561
	4.46684e-15	0.282777
	5.01187e-15	0.356095
	5.62341e-15	0.448437
	6.30957e-15	0.552071
	7.07946e-15	0.678039
	7.94328e-15	0.839348
	8.91251e-15	1.04551
	1e-14	1.30856
	1.12202e-14	1.64371
	1.25893e-14	2.07018
	1.41254e-14	2.61228
	1.58489e-14	3.30071
	1.77828e-14	4.17427
	1.99526e-14	5.28195
	2.23872e-14	6.68564
	2.51189e-14	8.46343
	2.81838e-14	10.7139
	3.16228e-14	13.5143
	3.54813e-14	17.0398
	3.98107e-14	21.5025
	4.46684e-14	27.1475
	5.01187e-14	34.2833
	5.62341e-14	43.2963
	6.30957e-14	54.6694
	7.07946e-14	69.0037
	7.94328e-14	87.0433
	8.91251e-14	109.558
	1e-13	137.692
