1e-16 2.80726e-05
1.12202e-16 3.53414e-05
1.25893e-16 4.44923e-05
1.41254e-16 5.60126e-05
1.58489e-16 7.05159e-05
1.77828e-16 8.87746e-05
1.99526e-16 0.000111761
2.23872e-16 0.0001407
2.51189e-16 0.000177131
2.81838e-16 0.000222996
3.16228e-16 0.000280738
3.54813e-16 0.00035343
3.98107e-16 0.000444946
4.46684e-16 0.00056016
5.01187e-16 0.000705207
5.62341e-16 0.000887813
6.30957e-16 0.00111771
7.07946e-16 0.00140713
7.94328e-16 0.0017715
8.91251e-16 0.00223023
1e-15 0.00280775
1.12202e-15 0.00353483
1.25893e-15 0.00445021
1.41254e-15 0.00560265
1.58489e-15 0.00705356
1.77828e-15 0.00888024
1.99526e-15 0.01118
2.23872e-15 0.0140755
2.51189e-15 0.017721
2.81838e-15 0.0223107
3.16228e-15 0.0280894
3.54813e-15 0.0353651
3.98107e-15 0.0445258
4.46684e-15 0.0560599
5.01187e-15 0.0705828
5.62341e-15 0.088869
6.30957e-15 0.111894
7.07946e-15 0.140888
7.94328e-15 0.177397
8.91251e-15 0.223371
1e-14 0.281267
1.12202e-14 0.354178
1.25893e-14 0.446001
1.41254e-14 0.561648
1.58489e-14 0.707308
1.77828e-14 0.87455
1.99526e-14 1.07814
2.23872e-14 1.33842
2.51189e-14 1.67059
2.81838e-14 2.0939
3.16228e-14 2.63267
3.54813e-14 3.31767
3.98107e-14 4.18778
4.46684e-14 5.29217
5.01187e-14 6.66651
5.62341e-14 8.26798
6.30957e-14 9.48727
7.07946e-14 11.0768
7.94328e-14 13.1202
8.91251e-14 15.6642
1e-13 18.3633
1.12202e-13 20.1482
1.25893e-13 21.4154
1.41254e-13 20.9038
1.58489e-13 18.4981
1.77828e-13 14.6265
1.99526e-13 11.2743
2.23872e-13 8.66391
2.51189e-13 8.0069
2.81838e-13 12.2398
3.16228e-13 25.0322
3.54813e-13 51.7232
3.98107e-13 100.479
4.46684e-13 182.994
5.01187e-13 314.05
5.62341e-13 511.062
6.30957e-13 793.246
7.07946e-13 1176.64
7.94328e-13 1681.52
8.91251e-13 2312.36
