1e-16 0.000366157
1.12202e-16 0.000460989
1.25893e-16 0.000580387
1.41254e-16 0.000730714
1.58489e-16 0.000919985
1.77828e-16 0.00115829
1.99526e-16 0.00145835
2.23872e-16 0.00183615
2.51189e-16 0.00231185
2.81838e-16 0.00291085
3.16228e-16 0.00366511
3.54813e-16 0.00461489
3.98107e-16 0.00581093
4.46684e-16 0.00731711
5.01187e-16 0.00921394
5.62341e-16 0.0116028
6.30957e-16 0.0146116
7.07946e-16 0.0184012
7.94328e-16 0.0231747
8.91251e-16 0.0291879
1e-15 0.0367632
1.12202e-15 0.0463073
1.25893e-15 0.0583331
1.41254e-15 0.0734874
1.58489e-15 0.0925864
1.77828e-15 0.11666
1.99526e-15 0.147008
2.23872e-15 0.185274
2.51189e-15 0.23353
2.81838e-15 0.294399
3.16228e-15 0.371195
3.54813e-15 0.46811
3.98107e-15 0.590452
4.46684e-15 0.744943
5.01187e-15 0.940102
5.62341e-15 1.18674
6.30957e-15 1.49856
7.07946e-15 1.89302
7.94328e-15 2.3923
8.91251e-15 3.02463
1e-14 3.82606
1.12202e-14 4.80008
1.25893e-14 6.03979
1.41254e-14 7.62368
1.58489e-14 9.57402
1.77828e-14 10.8957
1.99526e-14 12.6886
2.23872e-14 15.0468
2.51189e-14 18.1941
2.81838e-14 22.4382
3.16228e-14 28.1462
3.54813e-14 33.2737
3.98107e-14 39.3594
4.46684e-14 47.2439
5.01187e-14 54.7083
5.62341e-14 63.3554
6.30957e-14 74.0736
7.07946e-14 88.9031
7.94328e-14 110.227
8.91251e-14 146.479
1e-13 200.649
1.12202e-13 286.486
1.25893e-13 405.595
1.41254e-13 583.568
1.58489e-13 833.525
1.77828e-13 1179.66
1.99526e-13 1641.56
2.23872e-13 2244.72
2.51189e-13 3006.27
2.81838e-13 3951.5
3.16228e-13 5090.85
3.54813e-13 6439.95
3.98107e-13 7976.74
4.46684e-13 9599.46
5.01187e-13 10000
5.62341e-13 10000
6.30957e-13 10000
7.07946e-13 10000
7.94328e-13 10000
8.91251e-13 10000
