-35.00000 -28.88170
-34.94137 -28.88111
-34.75000 -28.87915
-34.69935 -28.87823
-34.50000 -28.87460
-34.46276 -28.87341
-34.25000 -28.86655
-34.23427 -28.86566
-34.13461 -28.86000
-34.01834 -28.85340
-34.00000 -28.85235
-33.82097 -28.83445
-33.75000 -28.82735
-33.64251 -28.80869
-33.50000 -28.78395
-33.47873 -28.77766
-33.45286 -28.77000
-33.34153 -28.73705
-33.25000 -28.70995
-33.21448 -28.69279
-33.18803 -28.68000
-33.10777 -28.64120
-33.00185 -28.59000
-33.00106 -28.58962
-33.00000 -28.58910
-32.91782 -28.52959
-32.87696 -28.50000
-32.83481 -28.46947
-32.75269 -28.41000
-32.75179 -28.40935
-32.75000 -28.40805
-32.68141 -28.34469
-32.65468 -28.32000
-32.61131 -28.27993
-32.55726 -28.23000
-32.54120 -28.21517
-32.50000 -28.17710
-32.47262 -28.14986
-32.46271 -28.14000
-32.40620 -28.08377
-32.37226 -28.05000
-32.33978 -28.01768
-32.28180 -27.96000
-32.27335 -27.95159
-32.25000 -27.92835
-32.20705 -27.88546
-32.19156 -27.87000
-32.14080 -27.81931
-32.10144 -27.78000
-32.07456 -27.75316
-32.01131 -27.69000
-32.00831 -27.68701
-32.00000 -27.67870
-31.94194 -27.62090
-31.92095 -27.60000
-31.87555 -27.55480
-31.83055 -27.51000
-31.80916 -27.48870
-31.75000 -27.42980
-31.74262 -27.42266
-31.73987 -27.42000
-31.67483 -27.35706
-31.64688 -27.33000
-31.60705 -27.29146
-31.55388 -27.24000
-31.53927 -27.22586
-31.50000 -27.18785
-31.46715 -27.16183
-31.45223 -27.15000
-31.38905 -27.09994
-31.33865 -27.06000
-31.31096 -27.03806
-31.25000 -26.98975
-31.22896 -26.97757
-31.21588 -26.97000
-31.13312 -26.92208
-31.06044 -26.88000
-31.03727 -26.86658
-31.00000 -26.84500
-30.94305 -26.81050
-30.90920 -26.79000
-30.84986 -26.75405
-30.76064 -26.70000
-30.75667 -26.69760
-30.75000 -26.69355
-30.62522 -26.65492
-30.50000 -26.61615
-30.48555 -26.61520
-30.40675 -26.61000
-30.27429 -26.60126
-30.25000 -26.59965
-30.01162 -26.61000
-30.00000 -26.61050
-29.99901 -26.61036
-29.99664 -26.61000
-29.82261 -26.58386
-29.75000 -26.57295
-29.57326 -26.61000
-29.50000 -26.62535
-29.45516 -26.62614
-29.25000 -26.62975
-29.19401 -26.63016
-29.00000 -26.63155
-28.95316 -26.62686
-28.78489 -26.61000
-28.75760 -26.60727
-28.75000 -26.60650
-28.69307 -26.61000
-28.50000 -26.62185
-28.47058 -26.62059
-28.25000 -26.61110
-28.24758 -26.61087
-28.23864 -26.61000
-28.05073 -26.59174
-28.00000 -26.58680
-27.84102 -26.57723
-27.75000 -26.57175
-27.64395 -26.55818
-27.50000 -26.53975
-27.46922 -26.53108
-27.42990 -26.52000
-27.32899 -26.49156
-27.25000 -26.46930
-27.21227 -26.44358
-27.19235 -26.43000
-27.12588 -26.38468
-27.06035 -26.34000
-27.03949 -26.32578
-27.00000 -26.29885
-26.94656 -26.26924
-26.91185 -26.25000
-26.84811 -26.21468
-26.75000 -26.16030
-26.74962 -26.16014
-26.74932 -26.16000
